번호,사업장명,구,지번주소,좌표정보(X),좌표정보(Y)
245,파크짐,성동구,서울특별시 성동구 하왕십리동 866 2번지 삼협빌딩 지하12층 ,202371.997992402--,451423.409695956--
246,피트니스 에이치(Fitness. H),성동구,서울특별시 성동구 송정동 92 25번지 경한빌딩 ,206243.875021499--,450406.273999992--
247,MSC,성동구,서울특별시 성동구 상왕십리동 8 9번지 ,202301.01036100000-,452294.73998900000-
248,에코 휘트니스,성동구,서울특별시 성동구 성수동2가 314 5번지 광명타워 지하2호호,204727.717640785--,449179.325706437--
249,퀄핏 건강운동센터,성동구,서울특별시 성동구 성수동2가 289 14번지 지하1층 ,204772.717085768--,449279.670825338--
250,성수역점 스포애니,성동구,서울특별시 성동구 성수동2가 317 23번지 세종빌딩 ,204985.112474065--,449052.003743497--
251,ST 요가앤PT,성동구,서울특별시 성동구 옥수동 362 1번지 교연학원 ,201369.051858107--,448875.808288849--
252,더바른몸PT,성동구,서울특별시 성동구 도선동 46번지 W에비뉴타워 ,202967.042456635--,451118.809600324--
253,알엑스 퍼스널 트레이닝,성동구,서울특별시 성동구 행당동 229 4번지 ,203179.748945455--,450846.933296186--
254,더새로워짐,성동구,서울특별시 성동구 성수동2가 315 73번지 유원지식산업센터 ,204862.557782118--,449111.37119576-- 
255,운동의 정석 PT,성동구,서울특별시 성동구 도선동 53 한성아펠타워,202940.269719392,451137.071731011
256,바디톡,중랑구,서울특별시 중랑구 망우로 328 3층 (상봉동 시네마시티),207785.163886948--,454948.667169479--
257,더블에이피트니스,성동구,서울특별시 성동구 옥수동 563번지 ,201174.525137191--,449381.829890148--
258,운동연구소,성동구,서울특별시 성동구 옥수동 284 14번지 동호빌딩 ,201202.208263001--,449016.791086853--
259,(주)프롬더바디,성동구,서울특별시 성동구 성수동1가 656 75번지 ,203835.001061826--,449508.116206891--
260,(주)무브먼트디자인,성동구,서울특별시 성동구 성수동1가 656 945번지 ,204110.871919281--,449569.58557396-- 
261,힐앤핏,성동구,서울특별시 성동구 옥수동 218 1번지 ,201084.709621627--,448714.038805333--
262,나의 근육 사용설명서,성동구,서울특별시 성동구 성수동2가 284 62번지 ,204607.548949327--,449380.324793135--
263,파크짐 한양대점,성동구,서울특별시 성동구 행당동 32 6번지 ,203680.207588501--,450527.658540573--
264,PT DAY,관악구,서울특별시 관악구 신림동 242 2,194544.080620134,440779.226060347
265,비 스튜디오(Be studio),성동구,서울특별시 성동구 성수동2가 289 8번지 ,205001.330561095--,449340.301134739--
266,크로스핏 핏불,성동구,서울특별시 성동구 성수동1가 709번지 성수2차대우아파트 지하1층 상가동 ,204362.415829342--,449572.961720449--
267,무브먼트 프로젝트,성동구,서울특별시 성동구 성수동1가 656 365번지 ,204145.661892305--,448745.507355899--
268,얼라이브짐,성동구,서울특별시 성동구 하왕십리동 1070번지 센트라스 H동-204205호 ,202372.912023599--,451536.680876573--
269,스타짐 휘트니스,성동구,서울특별시 성동구 마장동 791 1번지 지하1층 지하2층 ,203749.993733408--,451516.50162675-- 
270,웰트짐,성동구,서울특별시 성동구 성수동2가 315 69번지 홍일빌딩 지하2층 ,204798.327783269--,449028.197583292--
271,팀키스,성동구,서울특별시 성동구 금호동3가 1331번지 두산아파트 상가동 4층 ,201383.023709556--,449744.280482389--
272,고릴라 멀티짐,성동구,서울특별시 성동구 행당동 347번지 대림프라자 6층 ,202326.503044305--,450625.58422744-- 
273,센트리얼 휘트니스 옥수점,성동구,서울특별시 성동구 옥수동 560번지 옥수어울림상가 ,201538.05612719-- ,448894.755196992--
274,토니짐 중곡점,광진구,서울특별시 광진구 중곡동 166 7번지 2층 ,207328.590556027--,451452.694742265--
275,스튜디오 클라라,광진구,서울특별시 광진구 자양동 65 1번지 2층 ,205877.28221374-- ,447919.248318372--
276,브라운 휘트니스,광진구,서울특별시 광진구 화양동 21 2번지 2층 ,205988.468227018--,449527.769210707--
277,르와짐,광진구,서울특별시 광진구 광장동 463 3번지 6층 ,208808.837959863--,448909.278896127--
278,크로스핏 라온2,광진구,서울특별시 광진구 중곡동 80 9번지 ,207738.692885355--,450504.538638137--
279,A2GYM(에이투짐),광진구,서울특별시 광진구 자양동 553 428번지 보은빌딩 ,205957.334963839--,448148.563344309--
280,스포츠컨디셔닝센터 FMETS & D.FLAB,광진구,서울특별시 광진구 화양동 45 76번지 지하1층 ,205809.891952403--,449060.452947562--
281,퍼스트 핏(FIRST FIT),광진구,서울특별시 광진구 구의동 593 19번지 ,207990.12242813-- ,448031.19783341-- 
282,청담 휘트니스,광진구,서울특별시 광진구 자양동 670번지 ,207306.382464524--,447374.008518853--
283,에프에이스포츠,광진구,서울특별시 광진구 군자동 242번지 ,206725.477514837--,450076.99365524-- 
284,스포니스,광진구,서울특별시 광진구 능동 282 6 한성빌딩 지하 101호,206851.974145395,450247.135087876
285,얼티밋크로스핏 서울대점,관악구,서울특별시 관악구 봉천동 874 5 지하1층,195519.229019438,442187.250439123
286,커브스 자양클럽,광진구,서울특별시 광진구 자양동 553 502번지 대양빌딩 405호,206278.8816321---,447982.862179678--
287,다이어트모드 휘트니스,강북구,서울특별시 강북구 도봉로 350 (미아동),202286.63951403-- ,459579.709768183--
288,앨리스 핏,광진구,서울특별시 광진구 구의동 66 61번지 3층 ,207766.896500711--,449210.982079029--
289,휘트니스헬스타운,광진구,서울특별시 광진구 구의동 249 21번지 ,207507.758720831--,448816.731921435--
290,세븐짐 휘트니스,광진구,서울특별시 광진구 자양동 851 19번지 ,205800.186223739--,448390.088509972--
291,바디퍼포먼스 짐,광진구,서울특별시 광진구 군자동 478 5번지 지하1층 ,206896.697217277--,450515.575725945--
292,파워존 낙성대점,관악구,서울특별시 관악구 봉천동 1680 17 4층,196449.88698349,441815.455020833
293,비터스윗코리아,광진구,서울특별시 광진구 구의동 199 18번지 삼성쉐르빌 101동 지하1층 114호(113호일부 포함) ,208310.372259506--,448631.437594782--
294,제이 퍼스널 트레이닝 스튜디오,광진구,서울특별시 광진구 구의동 200 15번지 지하1층 ,208298.14323945-- ,448723.754453358--
295,역발산센터,광진구,서울특별시 광진구 화양동 10 1번지 ,206107.775163579--,449029.342177779--
296,광운헬스,광진구,서울특별시 광진구 자양동 666 4번지 ,207259.900998516--,447404.717192681--
297,바디케어짐,광진구,서울특별시 광진구 광장동 244 28번지 석원빌딩 ,209056.405858415--,449280.663820868--
298,JM휘트니스,광진구,서울특별시 광진구 중곡동 82 2번지 동화빌딩-5층 ,207859.365742539--,450548.737820935--
299,광명 휘트니스,광진구,서울특별시 광진구 중곡동 579 1번지 동방프라자 지하1층 101호 102호 ,207092.481119161--,452070.118445356--
300,드림헬스클럽,광진구,서울특별시 광진구 중곡동 113 7번지 2층 ,207980.954669792--,450103.555182118--
301,휴먼짐,광진구,서울특별시 광진구 구의동 54 3번지 5층6층 ,207942.617936322--,449864.683570555--
302,동부육체미,광진구,서울특별시 광진구 군자동 361 27번지 ,206293.664148482--,449549.386757289--
303,광진구민체육센터,광진구,서울특별시 광진구 광장동 318번지 ,209343.001409181--,449330.493519953--
304,동방헬스,광진구,서울특별시 광진구 중곡동 579 1번지 2층203호 ,207092.481119161--,452070.118445356--
305,파워존,광진구,서울특별시 광진구 중곡동 78 3번지 2층 ,207724.594610866--,450718.28191891-- 
306,이루어짐 구의점,광진구,서울특별시 광진구 구의동 243 12번지 쌍용빌딩2층 ,207787.040184372--,448454.372697601--
307,맥스토탈휘트니스,광진구,서울특별시 광진구 화양동 6 2번지 연한빌딩 6층 ,206131.315540787--,448712.391439589--
308,SAP,광진구,서울특별시 광진구 군자동 355번지 ,205976.633917423--,449688.534404328--
309,시너지휘트니스,광진구,서울특별시 광진구 화양동 21 2번지 이수브라운스톤2층 ,205988.468227018--,449527.769210707--
310,휘트니스파크,광진구,서울특별시 광진구 군자동 27 3번지 지하 ,206738.5345067---,450123.409253788--
311,상록헬스크리닉,광진구,서울특별시 광진구 자양동 845 12번지 2층 ,205747.928011011--,448347.256811813--
312,스포츠클리닉밸런스,광진구,서울특별시 광진구 군자동 65 3번지 ,206561.85897884-- ,450204.965754906--
313,메트로헬스,광진구,서울특별시 광진구 구의동 246 15번지 ,207359.077156309--,448305.441351828--
314,스타일휘트니스클럽(무단폐업),광진구,서울특별시 광진구 중곡동 18 71번지 ,207619.069099222--,451347.780303197--
315,머슬킹,광진구,서울특별시 광진구 중곡동 230 12번지 3 4층 ,207066.550694407--,451361.977710943--
316,아름다운휘트니스,광진구,서울특별시 광진구 자양동 606 14번지 지하1층 ,206893.84345075-- ,447758.903010754--
317,제이피트휘트니스,광진구,서울특별시 광진구 화양동 527번지 KCC파크타운B1 비04~06호 ,206559.277117752--,449368.957156903--
318,휘트니스 트리,광진구,서울특별시 광진구 능동 256 3번지 지하1층 ,207756.217759831--,450076.132747496--
319,테크노휘트니스클럽,광진구,서울특별시 광진구 군자동 360 19번지 ,-,-
320,파운드 짐,관악구,서울특별시 관악구 신림동 518 1 501호,192264.922850068,442728.778918512
321,세종 남여헬스(무단폐업),광진구,서울특별시 광진구 구의동 244 15번지 ,207829.560547452--,448477.131348394--
322,화인헬스,광진구,서울특별시 광진구 구의동 254 30번지 ,207374.479873781--,448998.970907651--
323,몸가짐 퍼스널트레이닝,광진구,서울특별시 광진구 화양동 225번지 ,206432.203835892--,449440.652424753--
324,Choi's Body Balance,광진구,서울특별시 광진구 구의동 ,207650.154123032--,448468.650826777--
325,NX PT STUDIO,광진구,서울특별시 광진구 자양동 652 33번지 ,207210.410261585--,447676.098948209--
326,2MR 휘트니스,광진구,서울특별시 광진구 능동 283 15번지 ,206826.516479071--,450178.536506659--
327,휘트니스 에이치투,광진구,서울특별시 광진구 화양동 132 6번지 ,206161.393082977--,449458.218401377--
328,노경우 퍼스널 트레이닝,광진구,서울특별시 광진구 구의동 199 6번지 ,208385.614875431--,448722.952514146--
329,BODY119(바디119),광진구,서울특별시 광진구 광장동 250번지 ,209194.595129323--,449413.151252613--
330,비바 휘트니스,광진구,서울특별시 광진구 자양동 580 9번지 ,206568.236371191--,447940.022480401--
331,제이바디웍스,광진구,서울특별시 광진구 구의동 245 26번지 ,208004.282144849--,448440.329980219--
332,나다헬스,광진구,서울특별시 광진구 자양동 553 376번지 3층 ,206011.728357801--,447910.588323863--
333,커브스구의클럽,광진구,서울특별시 광진구 구의동 200 20번지 3층 ,208324.939444793--,448746.466638461--
334,마크짐 휘트니스- 강변역점,광진구,서울특별시 광진구 구의동 593 15번지 5층 ,207995.95709474-- ,448085.242458867--
335,원모어 퍼스널트레이닝 스튜디오,광진구,서울특별시 광진구 군자동 373 8번지 3층 ,206369.212427896--,449543.172023494--
336,프라임헬스클럽,광진구,서울특별시 광진구 구의동 219 5번지 (4층) ,208096.18382136-- ,448575.80113761-- 
337,월드스포츠센터,광진구,서울특별시 광진구 화양동 114 3번지 (4층) ,-,-
338,아차산헬스클럽,광진구,서울특별시 광진구 구의동 31 23번지 ,208185.254777532--,450096.88445853-- 
339,군자휘트니스 크럽,광진구,서울특별시 광진구 군자동 466 18번지 (3층) ,206557.018731518--,450697.895343093--
340,순수여성헬스,광진구,서울특별시 광진구 광장동 425 2번지 지층 ,208604.847723243--,448881.571583897--
341,파나마 헬스클럽,광진구,서울특별시 광진구 구의동 249 21번지 연이빌딩 2층 201호 ,207507.758720831--,448816.731921435--
342,바디퍼포먼스짐 광장점,광진구,서울특별시 광진구 광장동 484번지 지하12층 ,208644.819209521--,448711.725750126--
343,광진휘트니스,광진구,서울특별시 광진구 자양동 44 2번지 2층 ,205663.081069121--,448250.363358949--
344,대원헬스,광진구,서울특별시 광진구 중곡동 173 2번지 ,207176.529121066--,451719.329086886--
345,바디앤소울,광진구,서울특별시 광진구 군자동 64 1번지 2층 ,206506.185332504--,450212.320413111--
346,블랙멀티짐(서울대점),관악구,서울특별시 관악구 봉천동 32 8 10층,195915.267434669,442465.953291086
347,용곡체육관,광진구,서울특별시 광진구 중곡동 28 7번지 ,207588.020825128--,451260.460692259--
348,유진헬스클럽,광진구,서울특별시 광진구 자양동 610 9번지 ,206645.876190049--,447900.666026431--
349,서울헬스,광진구,서울특별시 광진구 자양동 623 23번지 ,207086.894270771--,447990.975919066--
350,몸가짐 PT&필라테스,광진구,서울특별시 광진구 중곡동 341 5번지 2 3층 ,207174.408882708--,450519.518113255--
351,드바디짐,광진구,서울특별시 광진구 구의동 611번지 구의현대2단지 상가동 304호,208393.169331916--,448844.060423878--
352,크로스핏 팀앤디,광진구,서울특별시 광진구 구의동 202 3번지 지층 ,208181.517388785--,448984.848324887--
353,조승호 아톰 휘트니스 PT,광진구,서울특별시 광진구 화양동 21 1번지 2층 202호,206010.268755156--,449527.161783138--
